sentence1,sentence2,label
"Хасарт дөрвөн мянган иргэнийг өгвөл","Хасар, долоон хонхотонд жанчигдав","0"
"Долоон хөвүүний дундах нь Хөхөчү Дэв тэнгэр бөө бүлгээ.","Борохул ноёныг хорь түмд иргэнийг эзлүүлэхээр явуулав.","0"
"Хасар, долоон хонхотонд жанчигдав","Хорчид гучин охиныг өгөв.","0"
"Чингис хаан эхийг хилэгнэсэнд айж, ичсэн.","Чингис хаан эхийг хилэгнэсэнд айж, ичжээ.","1"
"Чингис хаан Хасарыг үзэн ядаж байна уу?","Чингис хаан Хасарыг үзэн ядаж байна гэж үү?","1"
"Эхийн уурыг амарлиулсан.","Эхийн уурыг намдаасан.","1"
"Отчигин ноён элч Сохорыг илгээсэн.","Отчигин ноён элч Сохорыг явуулсан.","1"
"Дэв тэнгэрийн амь бие хоёулыг тэнгэр авч одов.","Дэв тэнгэрийн амь бие хоёрыг тэнгэр авч одсон.","1"
"Отчигин ноён Дэв тэнгэрийг барилдаанд дуудаж чадсангүй.","Отчигин ноён Дэв тэнгэрийг барилдаанд урьж амжаагүй.","1"
"Мэнлиг эцэг, долоон хөвүүн Дэв тэнгэрийн өрхийг хүндэлсэн.","Мэнлиг эцэг, долоон хөвүүн Дэв тэнгэрийн гэрт орж хүндэтгэл үзүүлсэн.","1"
"Чингис хаан Дэв тэнгэрийг үхсэн гэдгийг мэдээд уурлав.","Чингис хаан Дэв тэнгэр үхсэн гэж сонсоод уурлав.","1"
"Бөртэ үжин Отчигиныг уйлахыг хараад нулимс унагаав.","Бөртэ үжин Отчигиныг уйлж байгааг хараад нулимс унагаасан.","1"
"Дэв тэнгэрийн амь бие хоёул тэнгэрийн таалалд эзлэгдэв.","Дэв тэнгэрийн амь бие хоёр тэнгэрийн хүсэлд автагдсан.","1"
"Отчигин ноён өөрийн алдаагаа хүлээн зөвшөөрсөн.","Отчигин ноён өөрийн буруугаа хүлээн зөвшөөрөв.","1"
"Дэв тэнгэрийг барилдаанд ялагдсан.","Дэв тэнгэрийг барилдаанд ялагдуулсан.","1"
"Чингис хаан Дэв тэнгэрийг зодохыг үзэж харамсав.","Чингис хаан Дэв тэнгэрийг зодуулж байгааг хараад харамсав.","1"
"Отчигин ноён Дэв тэнгэрийг өршөөсөн гэж үү?","Отчигин ноён Дэв тэнгэрийг өршөөсөн юм уу?","0"
"Чингис хаан эхийг хилэгнэсэнд ямар ч арга хэмжээ авсангүй.","Чингис хаан эхийг хилэгнэсэнд хариу арга хэмжээ авсан.","0"
"Дэв тэнгэрийг ялах нь Чингис хааны хувьд чухал биш.","Дэв тэнгэрийг ялах нь Чингис хааны хувьд чухал.","0"
"Отчигин Дэв тэнгэрийг ялагдуулсан боловч амжилтгүй болсон.","Отчигин Дэв тэнгэрийг ялахад амжилттай болсон.","0"
"Чингис хаан хятад иргэнийг эзлэхээр морилон.","Чингис хаан Хятадыг эзлэхийн тулд хөдөлж байна.","1"
"Цавчаал давааны бэхлэлтийг хүрээд Зэв өгүүлрүүн; “Дайсныг өдөж бэхлэлтээс гаргаад байлдъя”","Цавчаалын бэхлэлтэд хүрээд Зэв “Дайсныг бэхлэлтээс гаргаж байлдая” гэж хэлэв.","1"
"Хятадын цэргүүд уулыг бүрхэж, хөндийг дүүрэн нэхэж","Хятадын цэргүүд уулыг бүрхэж, хөндий дүүрэн дайрч байлаа.","1"
"Зэв гэдрэг эргэж довтлоод нэхэж ирсэн дайсны цэргийг сөнөөж дарав.","Зэв эргэж дайсны цэргийг довтлон устгаж, дарав.","1"
"Чингис хаан Шар тээгт буув.","Чингис хаан Шар тээгт ирэв.","1"
"Зэв, Дүн чан балгасанд хүрээд шууд эзэлж барахгүй","Зэв Дүн чан балгасанд ирж, шууд эзэлж чадсангүй.","1"
"Дүн чан хотыг санамсаргүй байхад нь дайран эзэлжээ.","Дүн чан хотыг санаандгүй үедээ дайран эзэлсэн.","1"
"Жунду хотыг бүслэн байлдаж байхад Алтан хааны их ноён Вангин чансан","Жунду хотыг бүслэн байлдаж байх үед Алтан хааны их ноён Вангин чансан","1"
"Монголчууд маш хүчтэй болж ирээд бидний эрэлхэг шилдэг хар хятад, зүрчид, жүйний эрхэм цэргүүдийг бүрэлгэн хяджээ.","Монголчууд хүчирхэг болж, бидний шилдэг хар хятад, зүрчид, жүйний цэргүүдийг бүрэлгэн хядаж байна.","1"
"Цавчаал боомтыг булаан авчээ.","Цавчаал боомтыг эзлэн авлаа.","1"
"Алтан хаан соёрхвол, Монголын хаанд энэ хэр элсэн найрамдъя.","Алтан хаан зөвшөөрвөл Монголын хаанд энэ хэмжээгээр найрамдал үзүүлж болно.","1"
"Чингис хаанд гүнж охиныг илгээж алт мөнгө, уурс эд таваарыг Жундугээс гаргаж цэргийн хүмүүст даах хирээр өгч","Чингис хаанд гүнж охиныг илгээж, алт, мөнгө, уурсыг Жундугээс авч, цэргүүдэд өгсөн.","1"
"Чингис хааныг үдэж гаргаад харив.","Чингис хааныг үдэж, харьсан.","1"
"Эд уурсыг манай цэргүүд өргөж даахуйц ачиж","Манай цэргүүд эд уурсыг өргөж, даахуйц ачаалалтай.","1"
"Цавчаал давааны бэхлэлтийг хүрээд Зэв өгүүлрүүн; “Дайсныг өдөж байлдъя”","Цавчаал давааны бэхлэлтийг хүрч, Зэв “Дайсныг өдөж байлдъя” гэж хэлэв.","1"
"Хятадын цэргүүд уулыг бүрхэж, хөндийг дүүрэн нэхэж","Хятадын цэргүүд уулыг бүрхэж, хөндийг дүүргэн дайрсан.","1"
"Зэв гэдрэг эргэж довтлоод нэхэж ирсэн дайсны цэргийг сөнөөж дарав.","Зэв эргэж дайсны цэргийг довтлон устгаж, дарав.","1"
"Чингис хаан, Хашин иргэнийг зорьсон.","Чингис хаан, Хашин иргэний улсыг зорьсон.","1"
